,topic,category 0,category 1,category 2,category 3,category 4,category 5
183,Satisfaction with Local Governance Initiatives,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Public Trust in Policy Decisions,Satisfaction with Local Governance Initiatives
184,Confidence in Regional Legal Institutions,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Public Trust in Policy Decisions,Confidence in Regional Legal Institutions
185,Media Coverage Sentiments,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Media Coverage Sentiments,
186,Sentiment Towards Government Initiatives,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Media Coverage Sentiments,Sentiment Towards Government Initiatives
187,Perception of Political Accountability,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Media Coverage Sentiments,Perception of Political Accountability
188,Coverage of Political Campaigns,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Media Coverage Sentiments,Coverage of Political Campaigns
189,Community Satisfaction with Governance,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Community Satisfaction with Governance,
190,Citizen Engagement in Local Governance,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Community Satisfaction with Governance,Citizen Engagement in Local Governance
191,Quality of Public Service Delivery,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Community Satisfaction with Governance,Quality of Public Service Delivery
192,Perception of Leadership Transparency,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Perception of Leadership Transparency,
193,Public Access to Government Information,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Perception of Leadership Transparency,Public Access to Government Information
194,Visibility of Leadership Decision-Making Processes,Political Indicators,Political Party Representation,Local Political Leadership,Approval Ratings of Elected Officials,Perception of Leadership Transparency,Visibility of Leadership Decision-Making Processes
195,Local Government Stability,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,,
196,Autonomy of Local Leadership,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Autonomy of Local Leadership,
197,Local Policy-Making Authority,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Autonomy of Local Leadership,Local Policy-Making Authority
198,Independence in Budget Management,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Autonomy of Local Leadership,Independence in Budget Management
199,Effectiveness of Local Governance,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Effectiveness of Local Governance,
200,Quality of Public Services,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Effectiveness of Local Governance,Quality of Public Services
201,Citizen Participation in Governance,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Effectiveness of Local Governance,Citizen Participation in Governance
202,Transparency of Local Decision-making,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Effectiveness of Local Governance,Transparency of Local Decision-making
203,Efficiency of Local Bureaucracy,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Effectiveness of Local Governance,Efficiency of Local Bureaucracy
204,Security of Local Government Institutions,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Security of Local Government Institutions,
205,Municipal Regulatory Stability,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Security of Local Government Institutions,Municipal Regulatory Stability
206,Integrity of Local Elections,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Security of Local Government Institutions,Integrity of Local Elections
207,Law Enforcement Autonomy,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Security of Local Government Institutions,Law Enforcement Autonomy
208,Public Institution Transparency,Political Indicators,Political Party Representation,Local Political Leadership,Local Government Stability,Security of Local Government Institutions,Public Institution Transparency
209,Public Engagement in Policy Development,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,,
210,Civic Participation in Public Consultations,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Civic Participation in Public Consultations,
211,Public Attendance at Town Hall Meetings,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Civic Participation in Public Consultations,Public Attendance at Town Hall Meetings
212,Number of Submissions in Public Comment Periods,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Civic Participation in Public Consultations,Number of Submissions in Public Comment Periods
213,Involvement in Policy Forum Discussions,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Involvement in Policy Forum Discussions,
214,Attendance at Regional Policy Forums,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Involvement in Policy Forum Discussions,Attendance at Regional Policy Forums
215,Frequency of Contributions to Forum Discussions,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Involvement in Policy Forum Discussions,Frequency of Contributions to Forum Discussions
216,Representation of Diverse Groups in Forums,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Involvement in Policy Forum Discussions,Representation of Diverse Groups in Forums
217,Contribution to Local Policy Proposals,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Contribution to Local Policy Proposals,
218,Local Stakeholder Advocacy,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Contribution to Local Policy Proposals,Local Stakeholder Advocacy
219,Representation in Policy Drafting Committees,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Contribution to Local Policy Proposals,Representation in Policy Drafting Committees
220,Influence of Traditional Leadership in Policy-making,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Contribution to Local Policy Proposals,Influence of Traditional Leadership in Policy-making
221,Academic and Research Contributions to Policy Proposals,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Contribution to Local Policy Proposals,Academic and Research Contributions to Policy Proposals
222,Engagement in Public Opinion Surveys,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Engagement in Public Opinion Surveys,
223,Public Survey Participation Rates,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Engagement in Public Opinion Surveys,Public Survey Participation Rates
224,Demographic Representation in Surveys,Political Indicators,Political Party Representation,Local Political Leadership,Public Engagement in Policy Development,Engagement in Public Opinion Surveys,Demographic Representation in Surveys
