,topic,category 0,category 1,category 2,category 3,category 4,category 5
199,Reproductive Relationship,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Reproductive Connectivity,Reproductive Relationship
200,Reproductive Affinity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Reproductive Connectivity,Reproductive Affinity
201,Reproductive Interconnection,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Reproductive Connectivity,Reproductive Interconnection
202,Pollination Success,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,
203,Pollinator Diversity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Pollinator Diversity
204,Flower Density,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Flower Density
205,Pollen Availability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Pollen Availability
206,Pollination Effectiveness,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Pollination Effectiveness
207,Pollination Efficiency,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Pollination Efficiency
208,Successful Pollination,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Successful Pollination
209,Fertilization Success,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Fertilization Success
210,Reproductive Success,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Reproductive Success
211,Pollen Transfer Success,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Pollen Transfer Success
212,Pollination Achievement,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Pollination Achievement
213,Pollination Outcome,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Pollination Outcome
214,Cross-Pollination Success,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Cross-Pollination Success
215,Floral Reproduction Success,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Pollination Success,Floral Reproduction Success
216,Habitat Discontinuity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,
217,Fragmentation of Vegetative Cover,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Fragmentation of Vegetative Cover
218,Edge Habitat Ratio,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Edge Habitat Ratio
219,Habitat Fragmentation,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Habitat Fragmentation
220,Ecological Disruption,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Ecological Disruption
221,Habitat Isolation,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Habitat Isolation
222,Landscape Fragmentation,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Landscape Fragmentation
223,Habitat Breaks,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Habitat Breaks
224,Ecological Barriers,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Ecological Barriers
225,Environmental Discontinuity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Habitat Discontinuity,Environmental Discontinuity
226,Gene migration rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Gene migration rates,
227,Genetic exchange rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Genetic exchange rates,
228,Gene transfer rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Gene transfer rates,
229,Genetic flow rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Genetic flow rates,
230,Gene dispersal rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Gene dispersal rates,
231,Gene movement rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Gene movement rates,
232,Genetic connectivity rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Genetic connectivity rates,
233,Gene circulation rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Gene circulation rates,
234,Genetic assimilation rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Genetic assimilation rates,
235,Gene influx rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Gene influx rates,
236,Genetic interchange rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Genetic interchange rates,
237,Gene diffusion rates,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Gene diffusion rates,
238,Genetic transfer dynamics,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Gene Flow Rates,Genetic transfer dynamics,
239,Adaptive Potential,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,,
240,Habitat Heterogeneity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,
241,Vegetation Complexity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Vegetation Complexity
242,Landscape Connectivity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Landscape Connectivity
243,Microhabitat Availability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Microhabitat Availability
244,Ecological diversity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Ecological diversity
245,Environmental variability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Environmental variability
246,Habitat diversity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Habitat diversity
247,Spatial variability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Spatial variability
248,Landscape heterogeneity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Landscape heterogeneity
249,Microhabitat variation,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Microhabitat variation
250,Habitat complexity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Habitat complexity
251,Biodiversity richness,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Biodiversity richness
252,Ecological complexity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Ecological complexity
253,Niche diversity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,Habitat Heterogeneity,Niche diversity
254,flexibility,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,flexibility,
255,resilience,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,resilience,
256,adjustability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,adjustability,
257,versatility,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,versatility,
258,adaptability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,adaptability,
259,evolutionary capacity,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,evolutionary capacity,
260,changeability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,changeability,
261,malleability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,malleability,
262,responsive capability,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,responsive capability,
263,dynamic potential,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Adaptive Potential,dynamic potential,
264,Endemic Gene Frequency,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,,
265,Population Size of Endemic Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,
266,Habitat Availability for Endemic Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Habitat Availability for Endemic Species
267,Breeding Success Rates of Endemic Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Breeding Success Rates of Endemic Species
268,Abundance of Native Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Abundance of Native Species
269,Population Density of Indigenous Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Population Density of Indigenous Species
270,Number of Local Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Number of Local Species
271,Count of Endemic Fauna and Flora,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Count of Endemic Fauna and Flora
272,Size of Resident Species Population,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Size of Resident Species Population
273,Total Individuals of Endemic Taxa,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Total Individuals of Endemic Taxa
274,Population Metrics of Native Organisms,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Population Size of Endemic Species,Population Metrics of Native Organisms
275,Genetic Diversity within Endemic Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Genetic Diversity within Endemic Species,
276,Allelic Variety,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Genetic Diversity within Endemic Species,Allelic Variety
277,Genotype Frequency,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Genetic Diversity within Endemic Species,Genotype Frequency
278,Heterozygosity Levels,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Genetic Diversity within Endemic Species,Heterozygosity Levels
279,Genetic Heterogeneity among Endemic Flora and Fauna,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Genetic Diversity within Endemic Species,Genetic Heterogeneity among Endemic Flora and Fauna
280,Diversity of Genes in Indigenous Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Genetic Diversity within Endemic Species,Diversity of Genes in Indigenous Species
281,Genetic Variation within Localized Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Genetic Diversity within Endemic Species,Genetic Variation within Localized Species
282,Genetic Diversity in Autochthonous Species,Ecosystem Health Indicators,Biodiversity Levels,Genetic Diversity,Endemic Gene Frequency,Genetic Diversity within Endemic Species,Genetic Diversity in Autochthonous Species
